#############################################;;;;;;;;;;;;;;x
#National Focuses;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
central_asia;Central Asia;;;;;;;;;x;;;;
indonesia;Indonesia;;;;;;;;;x;;;;
polynesia_micronesia;Polynesia and Micronesia;;;;;;;;;x;;;;
australia;Australia and New Zealand;;;;;;;;;x;;;;
#############################################;;;;;;;;;;;;;;x
#Generic Political Parties;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
generic_conservative;Generic Conservative;;;;;;;;;;;;;x
generic_reactionary;Generic Reactionary;;;;;;;;;;;;;x
generic_liberal;Generic Liberal;;;;;;;;;;;;;x
generic_socialist;Generic Socialist;;;;;;;;;;;;;x
generic_communist;Generic Communist;;;;;;;;;;;;;x
generic_fascist;Generic Fascist;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
#Event and Decision Names;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
3_4_general_upgrade_title;ßYIncrease Special General Defense Stat by 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3_4_general_upgrade_desc;\nßB3 AttackßW --> ßB3 Attack\nßB3 DefenseßW --> ßG4 Defense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4_3_general_upgrade_title;ßYIncrease Special General Attack Stat by 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4_3_general_upgrade_desc;\nßB3 AttackßW --> ßG4 Attack\nßB3 DefenseßW --> ßB3 Defense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3_5_general_upgrade_title;ßYIncrease Special General Defense Stat by 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3_5_general_upgrade_desc;\nßB3 AttackßW --> ßB3 Attack\nßG4 DefenseßW --> ßY5 Defense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5_3_general_upgrade_title;ßYIncrease Special General Attack Stat by 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5_3_general_upgrade_desc;\nßG4 AttackßW --> ßY5 Attack\nßB3 DefenseßW --> ßB3 Defense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4_4a_general_upgrade_title;ßYIncrease Special General Attack Stat by 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4_4a_general_upgrade_desc;\nßB3 AttackßW --> ßG4 Attack\nßG4 DefenseßW --> ßG4 Defense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4_4b_general_upgrade_title;ßYIncrease Special General Defense Stat by 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4_4b_general_upgrade_desc;\nßG4 AttackßW --> ßG4 Attack\nßB3 DefenseßW --> ßG4 Defense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4_5a_general_upgrade_title;ßYIncrease Special General Defense Stat by 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4_5a_general_upgrade_desc;\nßG4 AttackßW --> ßG4 Attack\nßG4 DefenseßW --> ßY5 Defense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5_4a_general_upgrade_title;ßYIncrease Special General Attack Stat by 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5_4a_general_upgrade_desc;\nßG4 AttackßW --> ßY5 Attack\nßG4 DefenseßW --> ßG4 Defense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4_5b_general_upgrade_title;ßYIncrease Special General Attack Stat by 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4_5b_general_upgrade_desc;\nßB3 AttackßW --> ßG4 Attack\nßY5 DefenseßW --> ßY5 Defense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5_4b_general_upgrade_title;ßYIncrease Special General Defense Stat by 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5_4b_general_upgrade_desc;\nßY5 AttackßW --> ßY5 Attack\nßB3 DefenseßW --> ßG4 Defense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5_5a_general_upgrade_title;ßYIncrease Special General Attack Stat by 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5_5a_general_upgrade_desc;\nßG4 AttackßW --> ßY5 Attack\nßY5 DefenseßW --> ßY5 Defense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5_5b_general_upgrade_title;ßYIncrease Special General Defense Stat by 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5_5b_general_upgrade_desc;\nßY5 AttackßW --> ßY5 Attack\nßG4 DefenseßW --> ßY5 Defense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3_4_admiral_upgrade_title;ßYIncrease Special Admiral Defense Stat by 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3_4_admiral_upgrade_desc;\nßB3 AttackßW --> ßB3 Attack\nßB3 DefenseßW --> ßG4 Defense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4_3_admiral_upgrade_title;ßYIncrease Special Admiral Attack Stat by 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4_3_admiral_upgrade_desc;\nßB3 AttackßW --> ßG4 Attack\nßB3 DefenseßW --> ßB3 Defense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3_5_admiral_upgrade_title;ßYIncrease Special Admiral Defense Stat by 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3_5_admiral_upgrade_desc;\nßB3 AttackßW --> ßB3 Attack\nßG4 DefenseßW --> ßY5 Defense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5_3_admiral_upgrade_title;ßYIncrease Special Admiral Attack Stat by 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5_3_admiral_upgrade_desc;\nßG4 AttackßW --> ßY5 Attack\nßB3 DefenseßW --> ßB3 Defense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4_4a_admiral_upgrade_title;ßYIncrease Special Admiral Attack Stat by 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4_4a_admiral_upgrade_desc;\nßB3 AttackßW --> ßG4 Attack\nßG4 DefenseßW --> ßG4 Defense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4_4b_admiral_upgrade_title;ßYIncrease Special Admiral Defense Stat by 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4_4b_admiral_upgrade_desc;\nßG4 AttackßW --> ßG4 Attack\nßB3 DefenseßW --> ßG4 Defense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4_5a_admiral_upgrade_title;ßYIncrease Special Admiral Defense Stat by 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4_5a_admiral_upgrade_desc;\nßG4 AttackßW --> ßG4 Attack\nßG4 DefenseßW --> ßY5 Defense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5_4a_admiral_upgrade_title;ßYIncrease Special Admiral Attack Stat by 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5_4a_admiral_upgrade_desc;\nßG4 AttackßW --> ßY5 Attack\nßG4 DefenseßW --> ßG4 Defense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4_5b_admiral_upgrade_title;ßYIncrease Special Admiral Attack Stat by 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4_5b_admiral_upgrade_desc;\nßB3 AttackßW --> ßG4 Attack\nßY5 DefenseßW --> ßY5 Defense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5_4b_admiral_upgrade_title;ßYIncrease Special Admiral Defense Stat by 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5_4b_admiral_upgrade_desc;\nßY5 AttackßW --> ßY5 Attack\nßB3 DefenseßW --> ßG4 Defense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5_5a_admiral_upgrade_title;ßYIncrease Special Admiral Attack Stat by 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5_5a_admiral_upgrade_desc;\nßG4 AttackßW --> ßY5 Attack\nßY5 DefenseßW --> ßY5 Defense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5_5b_admiral_upgrade_title;ßYIncrease Special Admiral Defense Stat by 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5_5b_admiral_upgrade_desc;\nßY5 AttackßW --> ßY5 Attack\nßG4 DefenseßW --> ßY5 Defense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
generals_upgrades_on_title;Military Leader Upgrade Options (Hidden);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
generals_upgrades_on_desc;Show General Upgrades Options;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
generals_upgrades_off_title;Military Leader Upgrade Options (Showing);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
generals_upgrades_off_desc;Hide General Upgrades Options\n\nNote: If you don't see any options, scroll down in your decisions menu to see options that are currently unavailable to you.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rgo_changes_on_title;Change RGO Options (Hidden);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rgo_changes_on_desc;Show Change RGO Options;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rgo_changes_off_title;Change RGO Options (Showing);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rgo_changes_off_desc;Hide Change RGO Options\n\nNote: If you don't see any options, scroll down in your decisions menu to see options that are currently unavailable to you.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rgo_change_mining_colony_title;ßGChange Mining RGO (Colony);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rgo_change_mining_colony_desc;Allows the switching of a single colonial RGO province of the following types: Coal, Iron, or Sulphur into Coal, Iron, or Sulphur. This Decision has a 5 year cooldown.\n\nShares cooldowns with ßYChange Mining RGO (State);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rgo_change_agriculture_colony_title;ßGChange Agriculture RGO (Colony);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rgo_change_agriculture_colony_desc;Allows the switching of a single colonial RGO province of the following types: Grain, Fruit, Fish, Cattle, Wool, Cotton, or Silk into Grain, Fruit, Fish, Cattle, Wool, Cotton, or Silk. This Decision has a 5 year cooldown.\n\nShares cooldowns with ßYChange Agriculture RGO (State);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rgo_change_mining_title;ßYChange Mining RGO (State);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rgo_change_mining_desc;Allows the switching of a single non-colonial RGO province of the following types: Coal, Iron, or Sulphur into Coal, Iron, or Sulphur. This Decision has a 5 year cooldown.\n\nShares cooldowns with ßGChange Mining RGO (Colony);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rgo_change_agriculture_title;ßYChange Agriculture RGO (State);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rgo_change_agriculture_desc;Allows the switching of a single non-colonial RGO province of the following types: Grain, Fruit, Fish, Cattle, Wool, Cotton, or Silk into Grain, Fruit, Fish, Cattle, Wool, Cotton, or Silk. This Decision has a 5 year cooldown.\n\nShares cooldowns with ßGChange Agriculture RGO (Colony);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME199936;Mining RGO Change (State);;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC199936;Select one of the following Goods you would like to replace an existing RGO with!\n[ßGNOTEßb]: Cool down is 5 years for every option and 1 year for not choosing.\n\n\n\nßRIMPORTANT\n\nßRMouse over each option to see what province is being targeted.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVT199936OPTA;Coal;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVT199936OPTB;Iron;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVT199936OPTC;Sulphur;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVT199936OPTD;I'd rather not change anything.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
